_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active,Year,Outbreak Duration (days)
1052,Cedarvale Terrace,429 Walmer Rd,ltch,respiratory,Influenza A (H3),N/A,2018-01-08,2018-01-18,n,2018,10
1053,Sunnybrook Health Sciences Centre - K2C,2075 Bayview Ave,ltch,enteric,Norovirus-like,N/A,2018-01-07,2018-01-12,n,2018,5
1054,Bridgepoint Active Healthcare - 3N,1 Bridgepoint Dr,hospital-chronic care,respiratory,Influenza A (Not subtyped),N/A,2018-01-06,2018-01-12,n,2018,6
1055,Better Living at Thompson House - 4th Fl,1 Overland Dr,ltch,respiratory,Unable to identify,N/A,2018-01-06,2018-01-22,n,2018,16
1056,Carefirst Transitional Care Centre,300 Silver Star Blvd,retirement home,respiratory,Unable to identify,N/A,2018-01-05,2018-01-19,n,2018,14
1057,The Annex,123 Spadina Rd,retirement home,respiratory,Influenza A (H3),N/A,2018-01-05,2018-01-16,n,2018,11
1058,The Wexford,1860 Lawrence Ave E,ltch,respiratory,Influenza A (H3),Respiratory syncytial virus,2018-01-05,2018-02-02,n,2018,28
1059,Dom Lipa Nursing Home,52 Neilson Dr,ltch,enteric,Unable to identify,N/A,2018-01-05,2018-01-19,n,2018,14
1060,Downsview Long Term Care Centre,3595 Keele St,ltch,respiratory,Influenza A (H3),"Influenza B, Metapneumovirus",2018-01-05,2018-01-31,n,2018,26
1061,Moll Berczy Haus - 4th Fl,1020 McNicoll Ave,retirement home,respiratory,Influenza A (H3),N/A,2018-01-04,2018-01-18,n,2018,14
1062,Sunnybrook Health Sciences Centre - K1W,2075 Bayview Ave,ltch,respiratory,Influenza B,Respiratory syncytial virus,2018-01-04,2018-01-26,n,2018,22
1063,Sunnybrook Health Sciences Centre - C4,2075 Bayview Ave,hospital-acute care,respiratory,Influenza A (H3N2),N/A,2018-01-04,2018-01-12,n,2018,8
1064,Kensington Gardens South - 1 West & 2 West,25 Brunswick Ave,ltch,respiratory,Influenza B,N/A,2018-01-04,2018-01-19,n,2018,15
1065,The Teddington Retirement Residence,4 Teddington Park Ave,retirement home,respiratory,Influenza B,N/A,2018-01-04,2018-01-19,n,2018,15
1066,Shepherd Lodge,3760 Sheppard Ave E,ltch,respiratory,"Influenza A (H3), Parainfluenza type 1",Respiratory syncytial virus,2018-01-03,2018-01-29,n,2018,26
1067,Chester Village - 2nd Fl East & 4th Fl (East &west),3555 Danforth Ave,ltch,respiratory,Influenza A (H3),N/A,2018-01-03,2018-01-15,n,2018,12
1068,Carefree Lodge - Main & 2nd Fl,306 Finch Ave E,ltch,respiratory,Respiratory syncytial virus,N/A,2018-01-03,2018-01-19,n,2018,16
1069,West Park Healthcare Centre - Acute Brain Injury Unit,82 Buttonwood Ave,hospital-chronic care,respiratory,Unable to identify,N/A,2018-01-03,2018-01-11,n,2018,8
1070,Copernicus Lodge,66 Roncesvalles Ave,ltch,enteric,Norovirus-like,N/A,2018-01-03,2018-01-30,n,2018,27
1071,Mount Sinai Hospital - 10 North & 10 South,600 University Ave,hospital-acute care,enteric,Unable to identify,N/A,2018-01-02,2018-01-12,n,2018,10
1072,Rockcliffe Care Community,3015 Lawrence Ave E,ltch,respiratory,Influenza B,Metapneumovirus,2018-01-02,2018-01-30,n,2018,28
1073,Extendicare Craiglee,102 Craiglee Dr,ltch,respiratory,Influenza B,N/A,2018-01-02,2018-01-29,n,2018,27
1074,North York General Hospital - Seniors' Health Centre,2 Buchan Crt,ltch,enteric,Norovirus-like,N/A,2018-01-02,2018-01-17,n,2018,15
1075,Shepherd Lodge,3760 Sheppard Ave E,ltch,enteric,Norovirus-like,N/A,2018-01-02,2018-01-22,n,2018,20
1076,Sunnybrook Health Sciences Centre - LFSE & LFSW,2075 Bayview Ave,ltch,enteric,Norovirus-like,N/A,2018-01-02,2018-01-16,n,2018,14
1077,Retirement Suites by the Lake,2121 Kingston Rd,retirement home,enteric,Norovirus-like,N/A,2018-01-01,2018-01-05,n,2018,4
1078,St. Clair O'Connor Nursing Home,2701 St Clair Ave E,ltch,enteric,Unable to identify,N/A,2018-01-01,2018-01-08,n,2018,7
1079,St. Clair O'Connor Nursing Home - 3rd Fl,2701 St Clair Ave E,ltch,respiratory,Coronavirus,N/A,2019-12-31,2020-01-10,n,2019,10
1080,Deerwood Creek Care Community,71 Humberline Dr,ltch,respiratory,Influenza A (H1),N/A,2019-12-30,2020-01-13,n,2019,14
1081,Scarborough Health Network - General Site - Med Unit 4C,3050 Lawrence Ave E,hospital-acute care,respiratory,Influenza A (Not subtyped),N/A,2019-12-30,2020-01-07,n,2019,8
1082,St.George Care Community,225 St George St,ltch,respiratory,Influenza A (H1),N/A,2019-12-29,2020-01-12,n,2019,14
1083,The Heritage Nursing Home - 2nd Fl,1195 Queen St E,ltch,respiratory,Influenza A (H1),N/A,2019-12-27,2020-01-03,n,2019,7
1084,Westside - 4th Fl,1145 Albion Rd,ltch,respiratory,Influenza A (Not subtyped),N/A,2019-12-27,2020-01-04,n,2019,8
1085,Castleview Wychwood Towers,351 Christie St,ltch,respiratory,Influenza A (Not subtyped),"Metapneumovirus, RSV",2019-12-24,2020-01-14,n,2019,21
1086,Cummer Lodge - 3rd Fl South,205 Cummer Ave,ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2019-12-24,2020-01-09,n,2019,16
1087,Scarborough Retirement Residence,148 Markham Rd,retirement home,respiratory,Rhinovirus,N/A,2019-12-24,2020-01-13,n,2019,20
1088,Sunnybrook Health Sciences Centre - B4,2075 Bayview Ave,hospital-acute care,respiratory,Metapneumovirus,N/A,2019-12-24,2020-01-08,n,2019,15
1089,Dom Lipa Nursing Home,52 Neilson Dr,ltch,respiratory,Influenza A (H1),N/A,2019-12-23,2020-01-09,n,2019,17
1090,Donway Place Retirement Home,8 The Donway E,retirement home,respiratory,Metapneumovirus,Influenza A (H1),2019-12-23,2020-01-06,n,2019,14
1091,Hospital for Sick Children - 6A,555 University Ave,hospital-acute care,enteric,Norovirus-like,N/A,2019-12-23,2020-01-06,n,2019,14
1092,Kensington Gardens - North Building - 3 East,45 Brunswick Ave,ltch,respiratory,Influenza A (Not subtyped),N/A,2019-12-23,2019-12-31,n,2019,8
1093,Altamont Care Community,92 Island Rd,ltch,respiratory,Rhinovirus,Parainfluenza,2019-12-18,2020-01-03,n,2019,16
1094,Fieldstone Commons Care Community,1000 Ellesmere Rd,ltch,respiratory,Metapneumovirus,N/A,2019-12-18,2020-01-08,n,2019,21
1095,Ehatare Nursing Home - 4th Fl,40 Old Kingston Rd,ltch,enteric,Norovirus-like,N/A,2019-12-17,2020-01-07,n,2019,21
1096,Ehatare Retirement Home,40 Old Kingston Rd,retirement home,enteric,Unable to identify,N/A,2019-12-17,2020-01-09,n,2019,23
1097,The Rekai Centre At Sherbourne Place - 2nd & 3rd Fl,345 Sherbourne St,ltch,respiratory,Influenza A (Not subtyped),N/A,2019-12-17,2019-12-30,n,2019,13
1098,Tendercare Living Centre,1020 McNicoll Ave,ltch,respiratory,Respiratory syncytial virus,"Parainfluenza, Metapneumovirus",2019-12-16,2020-01-10,n,2019,25
1099,North York General Hospital - Seniors' Health Centre,2 Buchan Crt,ltch,enteric,Norovirus-like,N/A,2019-12-11,2019-12-30,n,2019,19
1100,North York General Hospital - 6 West,4001 Leslie St,hospital-acute care,respiratory,Influenza A (Not subtyped),N/A,2019-12-10,2019-12-17,n,2019,7
1101,Village of Humber Heights - Islington Neighbourhood,2245 Lawrence Ave W,ltch,respiratory,Unable to identify,N/A,2019-12-07,2019-12-17,n,2019,10
1102,Extendicare Rouge Valley,551 Conlins Rd,ltch,enteric,Norovirus-like,N/A,2019-12-05,2019-12-24,n,2019,19
1103,Mon Sheong Scarborough Long Term Care Centre - Ground Fl,2030 McNicoll Ave,ltch,respiratory,Coronavirus,N/A,2019-12-03,2019-12-20,n,2019,17
1104,Michael Garron Hospital - MCU,825 Coxwell Ave,hospital-acute care,enteric,Norovirus-like,N/A,2019-12-02,2019-12-09,n,2019,7
1105,West Park Healthcare Centre - 3EB,82 Buttonwood Ave,hospital-chronic care,respiratory,Enterovirus/Rhinovirus,N/A,2019-12-02,2019-12-09,n,2019,7
1106,West Park Healthcare Centre - 3EC,82 Buttonwood Ave,hospital-chronic care,respiratory,Parainfluenza virus,N/A,2019-12-02,2019-12-08,n,2019,6
1107,Unity Health Toronto - St Michael's Hospital - 17th Fl,30 Bond St,hospital-acute care,respiratory,Influenza A (Not subtyped),N/A,2019-11-30,2019-12-06,n,2019,6
1108,Yee Hong Centre Scarborough Finch - 4th Fl,60 Scottfield Dr,ltch,respiratory,Influenza A (H3),N/A,2019-11-27,2019-12-08,n,2019,11
1109,Eatonville Care Centre,420 The East Mall,ltch,enteric,Norovirus-like,N/A,2019-11-25,2019-12-17,n,2019,22
1110,Unity Health Toronto - Houses Of Providence - 1st Fl - Maple,3276 St Clair Ave E - 2nd Fl East (Spruce/Chestnut),ltch,respiratory,Respiratory syncytial virus,N/A,2019-11-25,2019-12-09,n,2019,14
1111,Sinai Health System - Mount Sinai Hospital - 10 North,600 University Ave,hospital-acute care,enteric,Unable to identify,N/A,2019-11-22,2019-11-27,n,2019,5
1112,Fountain View Care Community - 1st & 2nd Fl,1800 O'Connor Dr,ltch,respiratory,Unable to identify,N/A,2019-11-21,2019-12-09,n,2019,18
1113,Tendercare Living Centre - 2nd Fl,1020 McNicoll Ave,ltch,respiratory,Respiratory syncytial virus,Metapneumovirus,2019-11-20,2019-12-11,n,2019,21
1114,Sunnybrook Health Sciences Centre - K1W,2075 Bayview Ave,ltch,respiratory,Enterovirus/Rhinovirus,N/A,2019-11-14,2019-11-22,n,2019,8
1115,Mount Sinai Hospital - 12 South / EAU,600 University Ave,hospital-acute care,enteric,Norovirus-like,N/A,2019-11-12,2019-11-16,n,2019,4
1116,Sunnybrook Health Sciences Centre - RTBC,2075 Bayview Ave,hospital-acute care,other,(CPE) - Infection - (KPC),N/A,2019-11-11,2019-12-09,n,2019,28
1117,University Health Network -Toronto General Hospital-Unit 8ES,200 Elizabeth St,hospital-acute care,enteric,Norovirus-like,N/A,2019-11-10,2019-11-18,n,2019,8
1118,The Wexford - 7th Fl,1860 Lawrence Ave E,ltch,respiratory,Rhinovirus,N/A,2019-11-06,2019-11-19,n,2019,13
1119,Scarborough Health Network -Birchmount Hospital -G3A Surgery,3030 Birchmount Rd,hospital-acute care,other,(CPE) - Infection - (VIM),N/A,2019-10-24,2019-11-14,n,2019,21
1120,Extendicare Bayview,550 Cummer Ave,ltch,respiratory,Unable to identify,N/A,2019-10-21,2019-10-29,n,2019,8
1121,Centre for Addiction and Mental Health - GAU-A,1001 Queen St W,hospital-psychiatric,respiratory,Unable to identify,N/A,2019-10-15,2019-10-26,n,2019,11
1122,Mon Sheong Home for the Aged - 4th & 5th Fl,36 D'Arcy St,ltch,respiratory,Unable to identify,N/A,2019-10-09,2019-10-21,n,2019,12
1123,White Eagle,138 Dowling Ave,ltch,respiratory,Unable to identify,N/A,2019-10-09,2019-10-30,n,2019,21
1124,Fairview Nursing Home - 1st Fl,14 Cross St,ltch,respiratory,Unable to identify,N/A,2019-10-08,2019-10-16,n,2019,8
1125,Tony Stacey Centre for Veterans Care,59 Lawson Rd,ltch,respiratory,Unable to identify,N/A,2019-10-08,2019-10-21,n,2019,13
1126,Altamont Care Community,92 Island Rd,ltch,respiratory,Unable to identify,N/A,2019-10-07,2019-10-22,n,2019,15
1127,Kennedy Lodge,1400 Kennedy Rd,ltch,respiratory,Rhinovirus,N/A,2019-10-07,2019-10-22,n,2019,15
1128,Elm Grove Living Centre,35 Elm Grove Ave,ltch,respiratory,Unable to identify,N/A,2019-10-03,2019-10-17,n,2019,14
1129,Norwood Long Term Care,122 Tyndall Ave,ltch,respiratory,Unable to identify,N/A,2019-10-02,2019-10-16,n,2019,14
1130,Hospital for Sick Children - 5B,555 University Ave,hospital-acute care,respiratory,Enterovirus/Rhinovirus,N/A,2019-10-01,2019-10-10,n,2019,9
1131,West Park Healthcare Centre - 3WF,82 Buttonwood Ave,hospital-chronic care,respiratory,Unable to identify,N/A,2019-09-29,2019-10-09,n,2019,10
1132,Extendicare Rouge Valley - Clark House,551 Conlins Rd,ltch,respiratory,Unable to identify,N/A,2019-09-27,2019-10-10,n,2019,13
1133,Scarborough Health Network - General Hospital - 4C,3050 Lawrence Ave E,hospital-acute care,other,(CPE) - Unspecified (NDM),N/A,2019-09-27,2019-10-14,n,2019,17
1134,Amica at Bayview Gardens,19 Rean Dr,retirement home,respiratory,Unable to identify,N/A,2019-09-26,2019-10-11,n,2019,15
1135,Cummer Lodge - 4th Fl,205 Cummer Ave,ltch,respiratory,Unable to identify,N/A,2019-09-26,2019-10-21,n,2019,25
1136,Ina Grafton Gage Home - 2nd Fl,40 Bell Estate Rd,ltch,respiratory,Unable to identify,N/A,2019-09-24,2019-10-05,n,2019,11
1137,St. Clair O'Connor Nursing Home,2701 St Clair Ave E,ltch,respiratory,Unable to identify,N/A,2019-09-24,2019-10-03,n,2019,9
1138,Seven Oaks - 2nd Fl,9 Neilson Rd,ltch,respiratory,Unable to identify,N/A,2019-09-23,2019-10-06,n,2019,13
1139,Weston Gardens Retirement Residence,303 Queens Dr,retirement home,respiratory,Unable to identify,N/A,2019-09-17,2019-10-03,n,2019,16
1140,Westside,1145 Albion Rd,ltch,respiratory,Unable to identify,N/A,2019-09-16,2019-10-01,n,2019,15
1141,Main Street Terrace,77 Main St,ltch,respiratory,Unable to identify,N/A,2019-09-14,2019-10-10,n,2019,26
1142,Chartwell Lansing Retirement Residence,10 Senlac Rd,retirement home,enteric,Unable to identify,N/A,2019-09-13,2019-09-18,n,2019,5
1143,Sunnybrook Health Sciences Centre - D6,2075 Bayview Ave,hospital-acute care,other,(CPE) - Colonization (KPC),N/A,2019-09-12,2019-10-03,n,2019,21
1144,Greenview Lodge,880 Lawrence Ave E,retirement home,respiratory,Unable to identify,N/A,2019-09-07,2019-09-24,n,2019,17
1145,Kinsington Gardens North - 1 West,45 Brunswick Ave,ltch,respiratory,Unable to identify,N/A,2019-09-07,2019-09-18,n,2019,11
1146,Hellenic Home - 2 A Wing,2411 Lawrence Ave E,ltch,respiratory,Unable to identify,N/A,2019-08-28,2019-09-05,n,2019,8
1147,North York General Hospital - Seniors' Health Centre -1st Fl,2 Buchan Crt,ltch,respiratory,Unable to identify,N/A,2019-08-28,2019-09-18,n,2019,21
1148,Michael Garron Hospital - 2nd Fl - ICU,825 Coxwell Ave,hospital-acute care,enteric,Clostridium difficile,N/A,2019-08-27,2019-09-23,n,2019,27
1149,The Wexford - 4th Fl,1860 Lawrence Ave E,ltch,respiratory,Unable to identify,N/A,2019-08-26,2019-09-09,n,2019,14
1150,North York General Hospital - Seniors' Health Centre -2nd Fl,2 Buchan Crt,ltch,enteric,Unable to identify,N/A,2019-08-20,2019-09-09,n,2019,20
1151,Sunnybrook Health Sciences Centre - D6,2075 Bayview Ave,hospital-acute care,enteric,Clostridium difficile,N/A,2019-08-20,2019-10-03,n,2019,44
1152,Toronto General Hospital - 6MA,200 Elizabeth St,hospital-acute care,enteric,Clostridium difficile,N/A,2019-08-15,2019-08-23,n,2019,8
1153,Sunnybrook Health Sciences Centre - RCC-Church Site-Unit A3N,200 Church St,hospital-chronic care,respiratory,Parainfluenza type 3,N/A,2019-08-14,2019-08-22,n,2019,8
1154,Lakeside Long Term Care Centre - 1st & 2nd Fl,150 Dunn Ave,ltch,respiratory,Unable to identify,N/A,2019-08-12,2019-08-26,n,2019,14
1155,Belmont House - 2WW,55 Belmont St,ltch,respiratory,Unable to identify,N/A,2019-08-07,2019-08-19,n,2019,12
1156,Tony Stacey Centre for Veterans Care,59 Lawson Rd,ltch,respiratory,Unable to identify,N/A,2019-07-30,2019-08-09,n,2019,10
1157,Kipling Acres - 2nd Fl North,2233 Kipling Ave,ltch,respiratory,Unable to identify,N/A,2019-07-25,2019-08-08,n,2019,14
1158,Shepherd Lodge - 4th Fl,3760 Sheppard Ave E,ltch,respiratory,Unable to identify,N/A,2019-07-24,2019-08-03,n,2019,10
1159,Bendale Acres - 4th Fl,2920 Lawrence Ave E,ltch,respiratory,Unable to identify,N/A,2019-07-22,2019-07-30,n,2019,8
1160,Altamont Care Community,92 Island Rd,ltch,respiratory,Unable to identify,N/A,2019-07-18,2019-07-26,n,2019,8
1161,Carefree Lodge - 2nd Fl,306 Finch Ave E,ltch,respiratory,Unable to identify,N/A,2019-07-18,2019-07-27,n,2019,9
1162,Centre for Addiction & Mental Health - Queen Site - 1-4,1001 Queen St W,hospital-psychiatric,respiratory,Unable to identify,N/A,2019-07-18,2019-07-27,n,2019,9
1163,North York General Hospital - Seniors' Health Centre -2nd Fl,2 Buchan Crt,ltch,enteric,Unable to identify,N/A,2019-07-16,2019-07-25,n,2019,9
1164,Eatonville Care Centre - 2nd & 3rd Fl,420 The East Mall,ltch,respiratory,Unable to identify,N/A,2019-07-15,2019-07-20,n,2019,5
1165,Midland Gardens Care Community - 2nd & 4th Fl,130 Midland Ave,ltch,enteric,Unable to identify,N/A,2019-07-12,2019-07-22,n,2019,10
1166,Westside - 2nd Fl,1145 Albion Rd,ltch,respiratory,Unable to identify,N/A,2019-07-10,2019-07-23,n,2019,13
1167,Cheltenham Care Community,5935 Bathurst St,ltch,respiratory,Unable to identify,N/A,2019-07-09,2019-07-23,n,2019,14
1168,North York General Hospital - Seniors' Health Centre -2nd Fl,2 Buchan Crt,ltch,respiratory,Unable to identify,N/A,2019-07-09,2019-07-29,n,2019,20
1169,The Heritage Nursing Home,1195 Queen St E,ltch,respiratory,Unable to identify,N/A,2019-07-08,2019-07-25,n,2019,17
1170,Sunnybrook Health Science Centre - Unit K-3 East,2075 Bayview Ave,ltch,respiratory,Enterovirus/Rhinovirus,N/A,2019-07-07,2019-07-15,n,2019,8
1171,Seven Oaks - 1st & 4th Fl Unit,9 Neilson Rd,ltch,respiratory,Unable to identify,N/A,2019-07-02,2019-07-18,n,2019,16
1172,The O'Neill Centre - 4th & 5th Fl,33 Christie St,ltch,respiratory,Unable to identify,N/A,2019-06-28,2019-07-18,n,2019,20
1173,Cummer Lodge - 3 North (Secure Unit),205 Cummer Ave,ltch,respiratory,Unable to identify,N/A,2019-06-25,2019-07-13,n,2019,18
1174,Dom Lipa Nursing Home,52 Neilson Dr,ltch,respiratory,Unable to identify,N/A,2019-06-20,2019-07-05,n,2019,15
1175,Midland Gardens Care Community - 4th Fl,130 Midland Ave,ltch,enteric,Unable to identify,N/A,2019-06-19,2019-07-04,n,2019,15
1176,Rockcliffe Care Community,3015 Lawrence Ave E,ltch,respiratory,Unable to identify,N/A,2019-06-18,2019-07-15,n,2019,27
1177,Harmony Hills Care Community - Melody Lane (Main Fl),1800 O'Connor Dr,ltch,respiratory,Unable to identify,N/A,2019-06-14,2019-06-27,n,2019,13
1178,Eatonville Care Centre - 4th & 5th Fl,420 The East Mall,ltch,respiratory,Unable to identify,N/A,2019-06-13,2019-07-07,n,2019,24
1179,Cheltenham Care Community,5935 Bathurst St,ltch,respiratory,Unable to identify,N/A,2019-06-09,2019-06-17,n,2019,8
1180,Fountain View Care Community - Woodland/Skyview (3rd Fl),1800 O'Connor Dr,ltch,respiratory,Unable to identify,N/A,2019-06-06,2019-06-14,n,2019,8
1181,Rockcliffe Care Community - 3rd Fl,3015 Lawrence Ave E,ltch,respiratory,Unable to identify,N/A,2019-06-06,2019-06-14,n,2019,8
1182,Weston Terrace Care Community - MacDonald Pathway (2A),2005 Lawrence Ave W,ltch,respiratory,Parainfluenza type 3,N/A,2019-06-05,2019-06-24,n,2019,19
1183,Tendercare Living Centre - 3 West,1020 McNicoll Ave,ltch,respiratory,Metapneumovirus,Parainfluenza type 1,2019-06-04,2019-06-19,n,2019,15
1184,Shepherd Lodge Nursing Home - 4th Fl,3760 Sheppard Ave E,ltch,respiratory,Unable to identify,N/A,2019-06-01,2019-06-10,n,2019,9
1185,Hawthorne Place Care Centre - 1st & 2nd Fl,2045 Finch Ave W,ltch,respiratory,Unable to identify,N/A,2019-05-31,2019-06-11,n,2019,11
1186,The O'Neill Centre - 3rd & 4th Fl,33 Christie St,ltch,respiratory,Unable to identify,N/A,2019-05-28,2019-06-09,n,2019,12
1187,Sunnybrook Health Sciences Centre - LSSE,2075 Bayview Ave,ltch,respiratory,Parainfluenza type 1,N/A,2019-05-27,2019-06-03,n,2019,7
1188,Bendale Acres - 2 East,2920 Lawrence Ave E,ltch,respiratory,Metapneumovirus,N/A,2019-05-24,2019-06-04,n,2019,11
1189,Davenhill Senior Living - 4th Fl - Secure Unit,877 Yonge St,retirement home,respiratory,Unable to identify,N/A,2019-05-21,2019-05-31,n,2019,10
1190,North York General Hospital - Seniors' Health Centre -1st Fl,2 Buchan Crt,ltch,respiratory,Metapneumovirus,N/A,2019-05-21,2019-06-02,n,2019,12
1191,Providence Health Care - B3 North Wing,3276 St Clair Ave E,hospital-chronic care,respiratory,Parainfluenza virus,N/A,2019-05-18,2019-06-01,n,2019,14
1192,Sunnybrook Health Sciences Centre - K2C,2075 Bayview Ave,ltch,respiratory,Parainfluenza type 3,N/A,2019-05-18,2019-05-27,n,2019,9
1193,Cedarvale Terrace - 2nd & 3rd Fl,429 Walmer Rd,ltch,enteric,Unable to identify,N/A,2019-05-17,2019-06-03,n,2019,17
1194,Craiglee Nursing Home,102 Craiglee Dr,ltch,respiratory,Unable to identify,N/A,2019-05-17,2019-05-27,n,2019,10
1195,Tendercare Living Centre - 3rd Fl,1020 McNicoll Ave,ltch,respiratory,Metapneumovirus,N/A,2019-05-16,2019-05-31,n,2019,15
1196,Ivan Franko Ukrainian Home - 1st & 2nd Fl,767 Royal York Rd,ltch,enteric,Unable to identify,N/A,2019-05-14,2019-05-25,n,2019,11
1197,"West Park Healthcare Centre - 3WD, 3WE & 3WF",82 Buttonwood Ave,hospital-chronic care,respiratory,Influenza A (H3),N/A,2019-05-11,2019-05-23,n,2019,12
1198,West Park Long Term Care Centre - 3rd Fl Glenwyld/Raymore,82 Buttonwood Ave,ltch,respiratory,Unable to identify,N/A,2019-05-07,2019-05-15,n,2019,8
1199,Seven Oaks - 4th Fl,9 Neilson Rd,ltch,respiratory,Metapneumovirus,N/A,2019-05-03,2019-05-11,n,2019,8
